sample,Cmon_PlotID,Bodemlocatie,Diepte,Datum_staalname,Staalnemer,c_LB72X,c_LB72Y,mv_mTAW,Cmon_GRTS_Rank,CmonLU19,CmonLUtext,Bermen,Landgebruik_Cmon,Vegetatie_bij_staalname,Landcover_EUNIS,Landgebruik_MBAG,MBAG_eDNA_staal,MBAG_Nematoden_staal,LOQ_TIC,TIC_percent,LOQ_TOC,TOC,LOQ_N,TN,pH_KCl,BD,C_stock,Cdensity,N_stock,Ndensity,C_N_stockbased,SWCgrav,SWCvol,Textuur_kleifractie,Textuur_leemfractie,Textuur_Zandfractie,Bodemtoestand,Weer_bij_staalname,Weersomstandigheid,Bodemtype,UniBodemtype,Bodemserie,Bodembeschrijving_Belgisch,Textuurklasse,Drainageklasse,Profielontwikkeling,Bodemstreek,WRB_soil_unit,RSG,rsg_pq_cod,pq1,pq2,pq3,sq_drainag,sq_texture,sq_morph,sq_fertility,Bodemassociatie,mycorrhiza_total_rich,patho_rich,n_fixers_rich,bd_0_10,cstock_sum,18S_universal_nematoda_observed,18S_nema_edna_Nematoda_observed,18S_nema_extract_Nematoda_observed,18S_universal_annelida_observed,InseKP_annelida_observed,InseKP_annelida_bold_observed,18S_nema_edna_Nematoda_total_count,18S_nema_extract_Nematoda_total_count,18S_universal_nematoda_total_count,InseKP_annelida_total_count,InseKP_annelida_bold_total_count
137_012_241022_999_0494_207_01_25002,P84385b4,CMON_P84385b4,0-10,2024-01-16,INBO,228915,185505,60.26,NA,NA,Grasland,0,Ruimtebeslag overige,"Grassen, zomereik",V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,LT,0.01,NA,1.98,NA,0.117,5,1.38,27.27,2.73,1.61,0.16,16.92,15.6,21.4,5.4,7,87.6,NA,NA,NA,Zdg,Zdg,Zdg,Matig natte zandbodem met duidelijke ijzer en/of humus B horizont,Z,d,g,Kempen,Gleyic Podzols (Arenic),Podzols,PZ-gl,Gleyic,-,-,NA,NA,NA,Dystric,Maasterrassen,NA,NA,NA,-0.6143911144,-0.18749803,NA,NA,NA,NA,6,23,NA,NA,NA,2286070,2299992
137_012_241024_999_0534_207_01_25002,P85a3712,CMON_P85a3712,45960,2024-01-09,INBO,177455,184875,10.82,NA,NA,Grasland,0,Ruimtebeslag overige,Grassen,V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,LT,0.01,NA,5.01,NA,0.479,4.6,0.85,84.99,4.25,8.13,0.41,10.46,60.5,51.3,44.1,40.3,15.6,NA,NA,NA,vEfp,vEfp,Efp,Zeer sterk gleyige kleibodem zonder profiel,E,f,p,Zandstreek,"Fluvic Gleyic Phaeozems (Loamic, Fluvic)",Phaeozems,PH-gl.fv,Gleyic,Fluvic,-,NA,NA,NA,Eutric,Hagelands heuvelland,NA,NA,NA,2.103880282,1.492897307,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
137_012_241022_999_0496_207_01_25002,P85a3712,CMON_P85a3712,0-10,2024-01-09,INBO,177455,184875,10.82,NA,NA,Grasland,0,Ruimtebeslag overige,Grassen,V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,LT,0.01,NA,7.41,NA,0.696,4.6,0.72,53.07,5.31,4.99,0.5,10.65,71.7,51.4,44.7,39.7,15.5,NA,NA,NA,vEfp,vEfp,Efp,Zeer sterk gleyige kleibodem zonder profiel,E,f,p,Zandstreek,"Fluvic Gleyic Phaeozems (Loamic, Fluvic)",Phaeozems,PH-gl.fv,Gleyic,Fluvic,-,NA,NA,NA,Eutric,Hagelands heuvelland,NA,NA,NA,2.103880282,1.492897307,NA,NA,NA,NA,13,29,NA,NA,NA,897583,952623
137_012_241022_999_0484_207_01_25002,P87be989,CMON_P87be989,45960,2024-02-27,INBO,231365,183945,76.72,NA,NA,Residentieel,0,Ruimtebeslag overige,"Grassen, kruidachtigen",V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,LT,0.01,NA,0.7,NA,0.044,4.3,1.39,19.42,0.97,1.22,0.06,15.91,8.8,12.2,3.8,5.5,90.7,NA,NA,NA,Zbft,Zbft,Zbf,Droge zandbodem met weinig duidelijke ijzer en/of humus B horizont,Z,b,f,Kempen,Dystric Brunic Arenosols,Arenosols,AR-br.dy,Brunic,Dystric,-,NA,NA,NA,Dystric,Maasterrassen,NA,NA,NA,-0.2437177422,-0.3449473729,NA,NA,NA,NA,4,10,NA,NA,NA,194243,291459
137_012_241022_999_0478_207_01_25002,P87be989,CMON_P87be989,0-10,2024-02-27,INBO,231365,183945,76.72,NA,NA,Residentieel,0,Ruimtebeslag overige,"Grassen, kruidachtigen",V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,LT,0.01,NA,2.11,NA,0.148,4.5,1.29,27.2,2.72,1.91,0.19,14.26,24.3,31.3,3.8,6.4,89.8,NA,NA,NA,Zbft,Zbft,Zbf,Droge zandbodem met weinig duidelijke ijzer en/of humus B horizont,Z,b,f,Kempen,Dystric Brunic Arenosols,Arenosols,AR-br.dy,Brunic,Dystric,-,NA,NA,NA,Dystric,Maasterrassen,NA,NA,NA,-0.2437177422,-0.3449473729,NA,NA,NA,NA,18,40,NA,NA,NA,596736,1073354
137_012_241023_999_0531_207_01_25002,P8bec81b,CMON_P8bec81b,45960,2024-01-10,INBO,232105,182095,85.79,NA,NA,Grasland,0,Ruimtebeslag overige,Grassen,R2 (Mesic grasslands),Residentieel grasland,1,0,LT,0.01,NA,1.21,NA,0.088,4.8,1.54,37.33,1.87,2.71,0.14,13.75,12.4,19.2,5.8,11.3,82.9,NA,NA,NA,Zbft,Zbft,Zbf,Droge zandbodem met weinig duidelijke ijzer en/of humus B horizont,Z,b,f,Kempen,Dystric Brunic Arenosols,Arenosols,AR-br.dy,Brunic,Dystric,-,NA,NA,NA,Dystric,Maasterrassen,NA,NA,NA,0.3740712114,-0.464374103,NA,NA,NA,NA,11,25,NA,NA,NA,405209,1315228
137_012_241022_999_0497_207_01_25002,P8bec81b,CMON_P8bec81b,0-10,2024-01-10,INBO,232105,182095,85.79,NA,NA,Grasland,0,Ruimtebeslag overige,Grassen,R2 (Mesic grasslands),Residentieel grasland,1,0,LT,0.01,NA,2.1,NA,0.161,5.3,1.14,24.03,2.4,1.84,0.18,13.04,23.6,27,5.7,11.2,83.1,NA,NA,NA,Zbft,Zbft,Zbf,Droge zandbodem met weinig duidelijke ijzer en/of humus B horizont,Z,b,f,Kempen,Dystric Brunic Arenosols,Arenosols,AR-br.dy,Brunic,Dystric,-,NA,NA,NA,Dystric,Maasterrassen,NA,NA,NA,0.3740712114,-0.464374103,NA,NA,NA,NA,12,33,NA,NA,NA,9266,117333
137_012_241024_999_0535_207_01_25002,P8d98a90,CMON_P8d98a90,45960,2024-01-16,INBO,240155,181355,49.23,NA,NA,Grasland,0,Natuur,"Grassen, mossen, pitrus, meidoorn",R2 (Mesic grasslands),Natuurgrasland,1,0,LT,0.01,NA,1.11,NA,0.056,4.1,1.27,28.08,1.4,1.42,0.07,19.82,34.3,43.3,2.7,5.6,91.8,NA,NA,NA,Zegt,Zegt,Zeg,Natte zandbodem met duidelijke ijzer en/of humus B horizont,Z,e,g,Kempen,"Gleyic Podzols (Arenic, Ruptic)",Podzols,PZ-gl,Gleyic,-,-,NA,NA,NA,Dystric,Maasterrassen,NA,NA,NA,0.4976290022,-0.5804834239,NA,NA,NA,NA,8,10,NA,NA,NA,160888,161868
137_012_241023_999_0526_207_01_25002,P8d98a90,CMON_P8d98a90,0-10,2024-01-16,INBO,240155,181355,49.23,NA,NA,Grasland,0,Natuur,"Grassen, mossen, pitrus, meidoorn",R2 (Mesic grasslands),Natuurgrasland,1,0,LT,0.01,NA,2.58,NA,0.164,4.1,1.11,28.73,2.87,1.83,0.18,15.73,22.6,25.1,2.7,5.5,91.8,NA,NA,NA,Zegt,Zegt,Zeg,Natte zandbodem met duidelijke ijzer en/of humus B horizont,Z,e,g,Kempen,"Gleyic Podzols (Arenic, Ruptic)",Podzols,PZ-gl,Gleyic,-,-,NA,NA,NA,Dystric,Maasterrassen,NA,NA,NA,0.4976290022,-0.5804834239,NA,NA,NA,NA,14,17,NA,NA,NA,2174803,2216165
137_012_241022_999_0461_207_01_25002,P8da8ae8,CMON_P8da8ae8,45960,2024-06-27,INBO,185755,181325,25.44,NA,NA,Natuur,0,Natuur,"Grassen, knoopkruid, margriet",R2 (Mesic grasslands),Natuurgrasland,1,0,LT,0.01,NA,1.83,NA,0.186,4.2,0.92,33.57,1.68,3.41,0.17,9.84,45.2,41.5,27.3,48.2,24.5,NA,NA,NA,wLdc,wLdc,Ldc,"Matig natte zandleembodem met sterk gevlekte, verbrokkelde textuur B horizont",L,d,c,Zandleemstreek,"Dystric Gleyic Retisols (Loamic, Ruptic)",Retisols,RT-gl.dy,Gleyic,Dystric,-,NA,NA,NA,Dystric,Hagelands heuvelland,NA,NA,NA,2.350995863,-0.5822697211,NA,NA,NA,NA,8,11,NA,NA,NA,1548,223011
137_012_241022_999_0464_207_01_25002,P8da8ae8,CMON_P8da8ae8,0-10,2024-06-27,INBO,185755,181325,25.44,NA,NA,Natuur,0,Natuur,"Grassen, knoopkruid, margriet",R2 (Mesic grasslands),Natuurgrasland,1,0,LT,0.01,NA,3.53,NA,0.321,4.2,0.66,23.17,2.32,2.11,0.21,11,55.1,36.2,24.7,46.8,28.6,NA,NA,NA,wLdc,wLdc,Ldc,"Matig natte zandleembodem met sterk gevlekte, verbrokkelde textuur B horizont",L,d,c,Zandleemstreek,"Dystric Gleyic Retisols (Loamic, Ruptic)",Retisols,RT-gl.dy,Gleyic,Dystric,-,NA,NA,NA,Dystric,Hagelands heuvelland,NA,NA,NA,2.350995863,-0.5822697211,NA,NA,NA,NA,12,28,NA,NA,NA,2086432,2470818
137_012_241023_999_0501_207_01_25002,P8efbb51,CMON_P8efbb51,45960,2023-09-28,INBO,96325,180735,9.92,NA,NA,Grasland,0,Ruimtebeslag overige,Grassen,V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,LT,0.01,NA,1.59,NA,0.13,4.6,1.4,44.67,2.23,3.65,0.18,12.23,10.2,14.3,4.2,8.1,87.6,NA,NA,NA,Zch,Zch,Zch,Matig droge zandbodem met verbrokkelde ijzer en/of humus B horizont,Z,c,h,Zandstreek,"Terric Anthrosols (Arenic, Spodi-relocatic)",Anthrosols,AT-tr,Terric,-,-,NA,NA,NA,Eutric,Zuidelijke Vlaamse laagvlakte,NA,NA,NA,1.444905398,-0.2403213914,NA,NA,NA,NA,8,16,NA,NA,NA,1038598,1266453
137_012_241023_999_0506_207_01_25002,P8efbb51,CMON_P8efbb51,0-10,2023-09-28,INBO,96325,180735,9.92,NA,NA,Grasland,0,Ruimtebeslag overige,Grassen,V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,LT,0.01,NA,2.9,NA,0.241,5.7,0.88,25.47,2.55,2.12,0.21,12.03,34,29.8,4.5,8.5,87,NA,NA,NA,Zch,Zch,Zch,Matig droge zandbodem met verbrokkelde ijzer en/of humus B horizont,Z,c,h,Zandstreek,"Terric Anthrosols (Arenic, Spodi-relocatic)",Anthrosols,AT-tr,Terric,-,-,NA,NA,NA,Eutric,Zuidelijke Vlaamse laagvlakte,NA,NA,NA,1.444905398,-0.2403213914,NA,NA,NA,NA,16,52,NA,NA,NA,616646,1553488
137_012_241022_999_0499_207_01_25002,P900ce97,CMON_P900ce97,45960,2024-01-04,INBO,153425,180265,15.82,NA,NA,Grasland,0,Ruimtebeslag overige,Grassen,V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,NA,0.19,NA,0.46,NA,0.042,7.6,1.56,14.32,0.72,1.31,0.07,10.95,20.3,31.6,18.4,44.1,37.5,NA,NA,NA,OB,OB,OB,Bebouwde zones,NA,NA,NA,Kunstmatige gronden,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,-,-,-,NA,NA,NA,-,Oostelijke Vlaamse laagvlakte,NA,NA,NA,-0.1613458817,-1.221508949,NA,NA,NA,NA,5,6,NA,NA,NA,37921,199952
137_012_241024_999_0536_207_01_25002,P900ce97,CMON_P900ce97,0-10,2024-01-04,INBO,153425,180265,15.82,NA,NA,Grasland,0,Ruimtebeslag overige,Grassen,V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,NA,0.23,NA,1.37,NA,0.114,7.5,1.27,17.37,1.74,1.45,0.14,12.02,35.2,44.6,17.5,42.2,40.3,NA,NA,NA,OB,OB,OB,Bebouwde zones,NA,NA,NA,Kunstmatige gronden,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,-,-,-,NA,NA,NA,-,Oostelijke Vlaamse laagvlakte,NA,NA,NA,-0.1613458817,-1.221508949,NA,NA,NA,NA,12,18,NA,NA,NA,355156,1225292
137_012_241022_999_0485_207_01_25002,P940dbfe,CMON_P940dbfe,45960,2024-03-12,INBO,203015,178495,26.85,NA,NA,Residentieel,0,Ruimtebeslag overige,Engels raaigras,V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,LT,0.01,NA,1.23,NA,0.122,5,1.39,34.16,1.71,3.39,0.17,10.08,26.5,36.8,17.8,67.8,14.4,NA,NA,NA,OB,OB,OB,Bebouwde zones,NA,NA,NA,Kunstmatige gronden,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,-,-,-,NA,NA,NA,-,Hagelands heuvelland,NA,NA,NA,0.7447445836,-0.4661604002,NA,NA,NA,NA,9,13,NA,NA,NA,412575,608803
137_012_241022_999_0490_207_01_25002,P940dbfe,CMON_P940dbfe,0-10,2024-03-12,INBO,203015,178495,26.85,NA,NA,Residentieel,0,Ruimtebeslag overige,Engels raaigras,V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,LT,0.01,NA,2.58,NA,0.252,4.8,1.05,27.13,2.71,2.65,0.27,10.24,43.6,45.9,16.7,66.2,17.1,NA,NA,NA,OB,OB,OB,Bebouwde zones,NA,NA,NA,Kunstmatige gronden,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,-,-,-,NA,NA,NA,-,Hagelands heuvelland,NA,NA,NA,0.7447445836,-0.4661604002,NA,NA,NA,NA,12,19,NA,NA,NA,2376950,2437107
137_012_241024_999_0570_207_01_25002,P987b175,CMON_P987b175,45960,2023-11-17,INBO,196205,176535,35.4,NA,NA,Grasland,0,Ruimtebeslag overige,Grassen,V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,LT,0.01,NA,1.07,NA,0.112,5.2,1.45,31.02,1.55,3.25,0.16,9.55,20.8,30.1,13.8,68,18.2,NA,NA,NA,Lbp(c),Lbp(c),Lbp,Droge zandleembodem zonder profiel,L,b,p,Zandleemstreek,"Haplic Luvisols (Loamic, Colluvic)",Luvisols,LV-ha,Haplic,-,-,NA,NA,NA,Eutric,Hagelands heuvelland,NA,NA,NA,-0.202531812,-0.5307222863,NA,NA,NA,NA,2,2,NA,NA,NA,4031,4031
137_012_241024_999_0571_207_01_25002,P987b175,CMON_P987b175,0-10,2023-11-17,INBO,196205,176535,35.4,NA,NA,Grasland,0,Ruimtebeslag overige,Grassen,V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,LT,0.01,NA,2.17,NA,0.201,5.2,1.28,27.74,2.77,2.57,0.26,10.8,32.2,41.2,13.7,67.9,18.4,NA,NA,NA,Lbp(c),Lbp(c),Lbp,Droge zandleembodem zonder profiel,L,b,p,Zandleemstreek,"Haplic Luvisols (Loamic, Colluvic)",Luvisols,LV-ha,Haplic,-,-,NA,NA,NA,Eutric,Hagelands heuvelland,NA,NA,NA,-0.202531812,-0.5307222863,NA,NA,NA,NA,16,31,NA,NA,NA,1257381,2231080
137_012_241024_999_0552_207_01_25002,P988bcb8,CMON_P988bcb8,45960,2023-11-22,INBO,169755,176505,35.29,NA,NA,Grasland,0,Ruimtebeslag overige,"Grassen, zomereik",V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,LT,0.01,NA,0.74,NA,0.073,4.1,1.38,20.44,1.02,2.02,0.1,10.14,22.5,31,14.4,57.3,28.3,NA,NA,NA,Abp,Abp,Abp,Droge leembodem zonder profiel,A,b,p,Zandleemstreek,"Eutric Cambisols (Siltic, Colluvic)",Cambisols,CM-eu,Eutric,-,-,NA,NA,NA,Eutric,Brabants plateau,NA,NA,NA,0.5388149324,-0.9520332508,NA,NA,NA,NA,8,15,NA,NA,NA,53,14354
137_012_241024_999_0551_207_01_25002,P988bcb8,CMON_P988bcb8,0-10,2023-11-22,INBO,169755,176505,35.29,NA,NA,Grasland,0,Ruimtebeslag overige,"Grassen, zomereik",V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,LT,0.01,NA,1.98,NA,0.168,4,1.1,21.81,2.18,1.85,0.19,11.79,31.4,34.5,14.5,57.8,27.8,NA,NA,NA,Abp,Abp,Abp,Droge leembodem zonder profiel,A,b,p,Zandleemstreek,"Eutric Cambisols (Siltic, Colluvic)",Cambisols,CM-eu,Eutric,-,-,NA,NA,NA,Eutric,Brabants plateau,NA,NA,NA,0.5388149324,-0.9520332508,NA,NA,NA,NA,9,17,NA,NA,NA,42615,63385
137_012_241022_999_0495_207_01_25002,P9b3f79b,CMON_P9b3f79b,45960,2023-09-29,INBO,75385,175305,16.45,NA,NA,Grasland,0,Ruimtebeslag overige,"Grassen, boterbloem, paardenbloem, weegbree",V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,NA,0.07,NA,3.65,NA,0.241,7.1,1.1,78.76,4.02,5.3,0.27,14.85,23.8,26.1,15.3,42.9,41.8,NA,NA,NA,Pcc,Pcc,Pcc,"Matig droge licht zandleembodem met sterk gevlekte, verbrokkelde textuur B horizont",P,c,c,Zandleemstreek,Eutric Retisols (Loamic),Retisols,RT-eu,Eutric,-,-,NA,NA,NA,Eutric,Zuidelijke Vlaamse laagvlakte,NA,NA,NA,0.9506742349,1.206834562,NA,NA,NA,NA,2,9,NA,NA,NA,138,205970
137_012_241023_999_0503_207_01_25002,P9b3f79b,CMON_P9b3f79b,0-10,2023-09-29,INBO,75385,175305,16.45,NA,NA,Grasland,0,Ruimtebeslag overige,"Grassen, boterbloem, paardenbloem, weegbree",V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,NA,0.28,NA,4.81,NA,0.416,7.2,1,48.09,4.81,4.16,0.42,11.56,36.1,36.1,13,37.7,49.2,NA,NA,NA,Pcc,Pcc,Pcc,"Matig droge licht zandleembodem met sterk gevlekte, verbrokkelde textuur B horizont",P,c,c,Zandleemstreek,Eutric Retisols (Loamic),Retisols,RT-eu,Eutric,-,-,NA,NA,NA,Eutric,Zuidelijke Vlaamse laagvlakte,NA,NA,NA,0.9506742349,1.206834562,NA,NA,NA,NA,18,30,NA,NA,NA,524252,573621
137_012_241024_999_0532_207_01_25002,Pa01329d,CMON_Pa01329d,45960,2024-01-10,INBO,233725,173175,93.05,NA,NA,Bos,0,Ruimtebeslag overige,"Kersenboom, grassen",V6 (Tree dominated man-made habitats),Residentieel grasland,1,0,LT,0.01,NA,1.13,NA,0.098,4.4,1.48,33.4,1.67,2.9,0.14,11.53,21.5,31.8,13.2,75.2,11.5,NA,NA,NA,Aba1,Aba1,Aba,Droge leembodem met textuur B horizont,A,b,a,Leemstreek,Nudiargic Luvisols (Siltic),Luvisols,LV-ng,Nudiargic,-,-,NA,NA,NA,Eutric,Plateau van Haspengouw,NA,NA,NA,0.9506742349,-0.5707863817,NA,NA,NA,NA,8,17,NA,NA,NA,105434,234394
137_012_241024_999_0533_207_01_25002,Pa01329d,CMON_Pa01329d,0-10,2024-01-10,INBO,233725,173175,93.05,NA,NA,Bos,0,Ruimtebeslag overige,"Kersenboom, grassen",V6 (Tree dominated man-made habitats),Residentieel grasland,1,0,LT,0.01,NA,2.38,NA,0.196,5.5,1,23.79,2.38,1.96,0.2,12.14,36.5,36.5,13,75.3,11.7,NA,NA,NA,Aba1,Aba1,Aba,Droge leembodem met textuur B horizont,A,b,a,Leemstreek,Nudiargic Luvisols (Siltic),Luvisols,LV-ng,Nudiargic,-,-,NA,NA,NA,Eutric,Plateau van Haspengouw,NA,NA,NA,0.9506742349,-0.5707863817,NA,NA,NA,NA,13,19,NA,NA,NA,1296157,1898095
137_012_241024_999_0575_207_01_25002,Pa12b788,CMON_Pa12b788,45960,2023-12-14,INBO,107995,172685,27.47,NA,NA,Grasland,0,Ruimtebeslag overige,"Grassen, pitrus",R2 (Mesic grasslands),Residentieel grasland,1,0,NA,0.18,NA,1.9,NA,0.094,7.6,1.44,54.74,2.74,2.71,0.14,20.21,23.9,34.4,15.6,46,38.4,NA,NA,NA,Adp,Adp,Adp,Matig natte leembodem zonder profiel,A,d,p,Zandleemstreek,"Eutric Gleyic Cambisols (Siltic, Colluvic)",Cambisols,CM-gl.eu,Gleyic,Eutric,-,NA,NA,NA,Eutric,Schelde-Dender interfluvium,NA,NA,NA,-0.202531812,0.3601296681,NA,NA,NA,NA,12,16,NA,NA,NA,4680877,4702585
137_012_241024_999_0573_207_01_25002,Pa12b788,CMON_Pa12b788,0-10,2023-12-14,INBO,107995,172685,27.47,NA,NA,Grasland,0,Ruimtebeslag overige,"Grassen, pitrus",R2 (Mesic grasslands),Residentieel grasland,1,0,NA,0.13,NA,3.04,NA,0.198,7.2,1.28,38.93,3.89,2.54,0.25,15.35,29.7,38,15,44.5,40.4,NA,NA,NA,Adp,Adp,Adp,Matig natte leembodem zonder profiel,A,d,p,Zandleemstreek,"Eutric Gleyic Cambisols (Siltic, Colluvic)",Cambisols,CM-gl.eu,Gleyic,Eutric,-,NA,NA,NA,Eutric,Schelde-Dender interfluvium,NA,NA,NA,-0.202531812,0.3601296681,NA,NA,NA,NA,24,42,NA,NA,NA,840923,1511960
137_012_241022_999_0489_207_01_25002,Pa131939,CMON_Pa131939,45960,2024-03-07,INBO,121205,172675,67.06,NA,NA,Residentieel,0,Ruimtebeslag overige,Engels raaigras,V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,LT,0.01,NA,1.24,NA,0.134,5.4,1.51,37.47,1.87,4.05,0.2,9.25,24.5,37,23.3,70.2,6.5,NA,NA,NA,Aba1,Aba1,Aba,Droge leembodem met textuur B horizont,A,b,a,Zandleemstreek,Nudiargic Luvisols (Siltic),Luvisols,LV-ng,Nudiargic,-,-,NA,NA,NA,Eutric,Schelde-Dender interfluvium,NA,NA,NA,-0.4908333237,-0.3408644078,NA,NA,NA,NA,3,8,NA,NA,NA,23,636948
137_012_241022_999_0480_207_01_25002,Pa131939,CMON_Pa131939,0-10,2024-03-07,INBO,121205,172675,67.06,NA,NA,Residentieel,0,Ruimtebeslag overige,Engels raaigras,V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,LT,0.01,NA,2.13,NA,0.205,5.5,1.35,28.73,2.87,2.77,0.28,10.39,31.5,42.5,22.4,69.5,8.1,NA,NA,NA,Aba1,Aba1,Aba,Droge leembodem met textuur B horizont,A,b,a,Zandleemstreek,Nudiargic Luvisols (Siltic),Luvisols,LV-ng,Nudiargic,-,-,NA,NA,NA,Eutric,Schelde-Dender interfluvium,NA,NA,NA,-0.4908333237,-0.3408644078,NA,NA,NA,NA,2,5,NA,NA,NA,249708,250449
137_012_241024_999_0540_207_01_25002,Pa4e5fa1,CMON_Pa4e5fa1,45960,2023-11-07,INBO,119365,171035,62.93,NA,NA,Grasland,0,Ruimtebeslag overige,"Grassen, brandnetel",V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,LT,0.01,NA,1.44,NA,0.144,5.9,1.43,41.29,2.06,4.13,0.21,10,24.1,34.6,17.3,71.3,11.4,NA,NA,NA,Aba1,Aba1,Aba,Droge leembodem met textuur B horizont,A,b,a,Zandleemstreek,Nudiargic Luvisols (Siltic),Luvisols,LV-ng,Nudiargic,-,-,NA,NA,NA,Eutric,Schelde-Dender interfluvium,NA,NA,NA,0.1681415602,-0.1933672924,NA,NA,NA,NA,12,25,NA,NA,NA,1525733,2153402
137_012_241024_999_0560_207_01_25002,Pa4e5fa1,CMON_Pa4e5fa1,0-10,2023-11-07,INBO,119365,171035,62.93,NA,NA,Grasland,0,Ruimtebeslag overige,"Grassen, brandnetel",V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,NA,0.1,NA,2.57,NA,0.216,6.9,1.19,30.69,3.07,2.58,0.26,11.9,35.1,41.9,16.9,70.8,12.2,NA,NA,NA,Aba1,Aba1,Aba,Droge leembodem met textuur B horizont,A,b,a,Zandleemstreek,Nudiargic Luvisols (Siltic),Luvisols,LV-ng,Nudiargic,-,-,NA,NA,NA,Eutric,Schelde-Dender interfluvium,NA,NA,NA,0.1681415602,-0.1933672924,NA,NA,NA,NA,17,40,NA,NA,NA,840452,2149835
137_012_241024_999_0539_207_01_25002,Paa99d34,CMON_Paa99d34,45960,2023-11-17,INBO,220995,168515,103.63,NA,NA,Grasland,0,Ruimtebeslag overige,"Grassen, kerselaar",V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,LT,0.01,NA,1.21,NA,0.117,6.1,1.44,34.94,1.75,3.38,0.17,10.34,26.2,37.8,19.7,66.6,13.7,NA,NA,NA,Aba,Aba,Aba,Droge leembodem met textuur B horizont,A,b,a,Leemstreek,Haplic Luvisols (Siltic),Luvisols,LV-ha,Haplic,-,-,NA,NA,NA,Eutric,Plateau van Haspengouw,NA,NA,NA,0.7447445836,-0.2701780739,NA,NA,NA,NA,5,11,NA,NA,NA,20932,60700
137_012_241024_999_0569_207_01_25002,Paa99d34,CMON_Paa99d34,0-10,2023-11-17,INBO,220995,168515,103.63,NA,NA,Grasland,0,Ruimtebeslag overige,"Grassen, kerselaar",V3 (Artificial grasslands and herb dominated habitats),Residentieel grasland,1,0,LT,0.01,NA,3.23,NA,0.28,5.5,1.05,34.03,3.4,2.95,0.29,11.54,41.6,43.8,18.9,66.9,14.1,NA,NA,NA,Aba,Aba,Aba,Droge leembodem met textuur B horizont,A,b,a,Leemstreek,Haplic Luvisols (Siltic),Luvisols,LV-ha,Haplic,-,-,NA,NA,NA,Eutric,Plateau van Haspengouw,NA,NA,NA,0.7447445836,-0.2701780739,NA,NA,NA,NA,18,31,NA,NA,NA,588326,1887611
137_012_241024_999_0574_207_01_25002,Paa9e592,CMON_Paa9e592,45960,2024-03-22,INBO,169375,168505,27,NA,NA,Natuur,0,Natuur,"Grassen, veldzuring, kruidachtigen",R2 (Mesic grasslands),Natuurgrasland,1,0,LT,0.01,NA,1.19,NA,0.13,4.2,1.24,29.4,1.47,3.21,0.16,9.15,21.5,26.5,19.5,67,13.5,NA,NA,NA,Acp,Acp,Acp,Matig droge leembodem zonder profiel,A,c,p,Zandleemstreek,Eutric Cambisols (Siltic),Cambisols,CM-eu,Eutric,-,-,NA,NA,NA,Eutric,Brabants plateau,NA,NA,NA,1.033046095,-0.5174526497,NA,NA,NA,NA,5,10,NA,NA,NA,13018,22123
137_012_241024_999_0576_207_01_25002,Paa9e592,CMON_Paa9e592,0-10,2024-03-22,INBO,169375,168505,27,NA,NA,Natuur,0,Natuur,"Grassen, veldzuring, kruidachtigen",R2 (Mesic grasslands),Natuurgrasland,1,0,LT,0.01,NA,3.04,NA,0.302,4.3,0.98,29.88,2.99,2.97,0.3,10.07,45.2,44.4,17.5,68.8,13.8,NA,NA,NA,Acp,Acp,Acp,Matig droge leembodem zonder profiel,A,c,p,Zandleemstreek,Eutric Cambisols (Siltic),Cambisols,CM-eu,Eutric,-,-,NA,NA,NA,Eutric,Brabants plateau,NA,NA,NA,1.033046095,-0.5174526497,NA,NA,NA,NA,7,15,NA,NA,NA,780545,891799
